"subject" "activity" "timeBodyAccelerometer-mean()-X" "timeBodyAccelerometer-mean()-Y" "timeBodyAccelerometer-mean()-Z" "timeBodyAccelerometer-std()-X" "timeBodyAccelerometer-std()-Y" "timeBodyAccelerometer-std()-Z" "timeGravityAccelerometer-mean()-X" "timeGravityAccelerometer-mean()-Y" "timeGravityAccelerometer-mean()-Z" "timeGravityAccelerometer-std()-X" "timeGravityAccelerometer-std()-Y" "timeGravityAccelerometer-std()-Z" "timeBodyAccelerometerJerk-mean()-X" "timeBodyAccelerometerJerk-mean()-Y" "timeBodyAccelerometerJerk-mean()-Z" "timeBodyAccelerometerJerk-std()-X" "timeBodyAccelerometerJerk-std()-Y" "timeBodyAccelerometerJerk-std()-Z" "timeBodyGyroscope-mean()-X" "timeBodyGyroscope-mean()-Y" "timeBodyGyroscope-mean()-Z" "timeBodyGyroscope-std()-X" "timeBodyGyroscope-std()-Y" "timeBodyGyroscope-std()-Z" "timeBodyGyroscopeJerk-mean()-X" "timeBodyGyroscopeJerk-mean()-Y" "timeBodyGyroscopeJerk-mean()-Z" "timeBodyGyroscopeJerk-std()-X" "timeBodyGyroscopeJerk-std()-Y" "timeBodyGyroscopeJerk-std()-Z" "timeBodyAccelerometerMagnitude-mean()" "timeBodyAccelerometerMagnitude-std()" "timeGravityAccelerometerMagnitude-mean()" "timeGravityAccelerometerMagnitude-std()" "timeBodyAccelerometerJerkMagnitude-mean()" "timeBodyAccelerometerJerkMagnitude-std()" "timeBodyGyroscopeMagnitude-mean()" "timeBodyGyroscopeMagnitude-std()" "timeBodyGyroscopeJerkMagnitude-mean()" "timeBodyGyroscopeJerkMagnitude-std()" "frequencyBodyAccelerometer-mean()-X" "frequencyBodyAccelerometer-mean()-Y" "frequencyBodyAccelerometer-mean()-Z" "frequencyBodyAccelerometer-std()-X" "frequencyBodyAccelerometer-std()-Y" "frequencyBodyAccelerometer-std()-Z" "frequencyBodyAccelerometerJerk-mean()-X" "frequencyBodyAccelerometerJerk-mean()-Y" "frequencyBodyAccelerometerJerk-mean()-Z" "frequencyBodyAccelerometerJerk-std()-X" "frequencyBodyAccelerometerJerk-std()-Y" "frequencyBodyAccelerometerJerk-std()-Z" "frequencyBodyGyroscope-mean()-X" "frequencyBodyGyroscope-mean()-Y" "frequencyBodyGyroscope-mean()-Z" "frequencyBodyGyroscope-std()-X" "frequencyBodyGyroscope-std()-Y" "frequencyBodyGyroscope-std()-Z" "frequencyBodyAccelerometerMagnitude-mean()" "frequencyBodyAccelerometerMagnitude-std()" "frequencyBodyAccelerometerJerkMagnitude-mean()" "frequencyBodyAccelerometerJerkMagnitude-std()" "frequencyBodyGyroscopeMagnitude-mean()" "frequencyBodyGyroscopeMagnitude-std()" "frequencyBodyGyroscopeJerkMagnitude-mean()" "frequencyBodyGyroscopeJerkMagnitude-std()"
1 1 0.264158059423729 -0.0142648968589831 -0.132867407932203 -0.509112149322034 -0.264297883727119 -0.438812094864407 -0.541159787288136 -0.295842237761017 -0.43024297520339 -0.400897278572203 -0.240154759644068 -0.417239243355932 0.393756534688136 0.226079200749153 0.523465025118644 -0.381043362708475 -0.818693498813559 -0.844014758135593 -0.778896282372881 -0.583639905084746 -0.525021459661017 -0.440257645111864 0.0579269844745763 0.133860506389831 -0.13720942129322 -0.17305385059322 0.182947407155593 -0.0800104274050847 0.0780375197118644 -0.0255099929322034 0.0343286719016949 0.192667797394915 -0.0692924369966102 -0.0312433909628814 0.0637353643755932 0.00435331745372881 -0.119643037035424 -0.100499135944068 0.00212246183898305 0.330042984186441 0.716629057474576 0.0197051617966102 -0.0275521648474576 -0.967689550169492 -0.972519971864407 -0.906103103915254 -0.968489458305085 -0.972908811864407 -0.90813872859322 0.654478432779661 -0.000711376254237284 -0.0125872482372881 0.730256921016949 0.0372815688135593 -0.0468580099830508 -0.182338796271186 0.498678642372881 -0.594444299152542 -0.950702769491525 -0.970469125423729 -0.973919771016949 -0.912985781372881 -0.714794224501695 -0.832013458677966 -0.918881431355932 -0.412677839644068
1 2 0.274444646041667 -0.0147649101372917 -0.110157792447917 -0.145698184102688 0.0234994629833333 -0.222873406645833 -0.214142655535417 -0.0305982640052083 -0.196030532541667 0.114373978629167 -0.0703902886629167 -0.279463627970417 0.00978490414583334 -0.00692377717291667 0.392709653833333 -0.0634266785416667 -0.614258569375 -0.791654969375 -0.716439480416667 -0.355608633729167 -0.334515148729167 -0.180810751645833 0.3150823910625 0.396736399791667 0.084398634544375 -0.392033179625 0.362250762354167 -0.196992107470833 0.13607673938125 -0.16442971481875 0.164698722885417 0.113696023622917 0.00536492164583333 -0.0705912491604167 0.151404490620833 0.0364461760625 -0.3101431227 -0.326814014666667 -0.20585985045 0.179347561297917 0.92726904625 -0.28815577 -0.06781748991875 -0.957572627916667 -0.949318606458333 -0.905460444791667 -0.958059829166667 -0.949872433333333 -0.9071972975 0.868334267083333 -0.29309943125 -0.0540403265460417 0.933319509791667 -0.272254727083333 -0.08939371875 -0.14141809789375 0.805440021458333 -0.857615054583333 -0.986135044791667 -0.9596206175 -0.951599351875 -0.914647731666667 -0.410127963520833 -1 -0.980004637083333 -0.473061672979167
1 3 0.283358960638298 -0.016052593287234 -0.110098585489362 -0.257362790234043 0.0887146321042553 -0.277130061276596 -0.317995163638298 0.0236326043638298 -0.263056984255319 -0.0262796189851064 -0.0449663817106383 -0.290130998851064 0.138635035212766 -0.0304527556510638 0.440529738297872 -0.127129457376596 -0.715833211276596 -0.768141430212766 -0.759399919787234 -0.432157277659574 -0.329364133404255 -0.250016077361702 0.314742281489362 0.4258024 0.0652402526917021 -0.336300518957447 0.35938489212766 -0.2091349064 0.144071970170213 -0.164459115042553 0.179679506627021 0.149924410189362 -0.0363267501957447 -0.108449412155319 0.181845115338298 -0.0386192228340426 -0.244242292680851 -0.178653644216043 -0.200840007834043 0.339785543148936 0.935768794468085 -0.275743272765957 -0.0677446734255319 -0.971163839787234 -0.966472108297872 -0.939306361276596 -0.971578808297872 -0.966657634255319 -0.941424532553191 0.871147996382979 -0.285786856170213 -0.0601347900255319 0.945472615106383 -0.25475920893617 -0.0796654051702128 -0.159434505252128 0.827448694893617 -0.869068011702128 -0.985352381914894 -0.971944861914894 -0.967071892978723 -0.947422759361702 -0.646315375276596 -1 -1 -0.339918605723404
1 4 0.272804726269841 -0.0085422178084127 -0.103644531190476 -0.704176637666667 -0.69735740115873 -0.756202228730159 -0.725243257392064 -0.714362029544444 -0.751417428730159 -0.561604313174603 -0.422719867285714 -0.67002754 0.60355686631746 0.491351009647619 0.66866577384127 -0.693135799155556 -0.849138033650794 -0.945040885873016 -0.915132754603175 -0.765335656174603 -0.804637952857143 -0.753226080952381 -0.357619841809524 -0.262264024111111 -0.350417501222222 0.0375815435587302 0.0348251747619048 -0.0452095323603175 0.101584593485714 0.0908937339444444 -0.0356766171744444 0.135105707688889 -0.00597062842380952 0.22885459944127 -0.0836410635587302 0.0869065216442857 -0.143401721615873 -0.215561406507937 -0.138450365644444 0.150810596630159 0.809937790952381 -0.0697364036507937 0.125870418415873 -0.96459451968254 -0.950788433174603 -0.951459289047619 -0.96550369047619 -0.952452301428571 -0.952687006190476 0.748561976507937 -0.0820259849206349 0.127889327091746 0.821076151746032 -0.0587252112698413 0.116489929195714 0.0776021578250794 0.588654065904762 -0.768548245079365 -0.860770617460317 -0.967098335555556 -0.957503797777778 -0.95673799968254 -0.556987908620635 -0.777190611074603 -0.837994015334921 -0.526434774396825
1 5 0.264196719634146 -0.0172622181232927 -0.103680976256098 -0.625718760731707 -0.410433536135366 -0.430924282523171 -0.653651506780488 -0.403878942370732 -0.402667307821951 -0.487005613703659 -0.289949005768293 -0.439286398002439 0.504816470085366 0.376808598578049 0.609656469390244 -0.473905740507317 -0.875142385121951 -0.885840640365854 -0.755034367195122 -0.709380216707317 -0.518791063250122 -0.384608014834146 -0.035614877195122 -0.0271891167195122 -0.243863363063415 -0.181467666060976 0.194693389073171 -0.0973993795853659 0.105855217367073 -0.12176380297561 0.0697158152707317 0.120200594073171 -0.0132691127109756 -0.1370121306 0.102207848078049 -0.021963189082561 -0.0430363601268293 -0.230861597307317 -0.170309670280488 0.242577207357317 0.913617298780488 -0.288366250012195 -0.0118557783060976 -0.970534383292683 -0.954839852073171 -0.932290565 -0.971598717560976 -0.95561167195122 -0.934415204512195 0.849593797926829 -0.295567504268293 -0.00473901116951219 0.923792623414634 -0.271740754146341 -0.0273531363121951 -0.098215377347561 0.771663491463415 -0.827363481219512 -0.974790662560976 -0.97342069902439 -0.958111277926829 -0.941533371097561 -0.550626709426829 -0.954210282292683 -0.861973801231707 -0.542919330918293
1 6 0.234780479395833 -0.0435622452041667 -0.0852008280416667 -0.928994429791667 -0.827342672520833 -0.871429010091667 -0.934869332708333 -0.829596138166667 -0.871800160895833 -0.89913633625 -0.509590118125 -0.698856373541667 0.746302835708333 0.576729705729167 0.7969098 -0.8620718858625 -0.981235129375 -0.944224946404167 -0.947858990625 -0.946371748125 -0.86844806075 -0.878882484895833 -0.428131505764583 -0.500800871979167 -0.433154989854167 0.0721146447708333 0.0183342369125 -0.0186695002889583 0.139119010458333 0.182006816645833 -0.0879023419354167 0.167968972520833 0.0021129405 0.258465205553333 -0.0952361350622917 0.0749258811820833 -0.00326188760625 -0.168570460094375 -0.144309964624167 -0.112065143339583 0.0365652194791667 0.52127522175 0.546022695395833 -0.917001667291667 -0.905886833916667 -0.912486646458333 -0.919225650416667 -0.908336435458333 -0.914268495416667 -0.00317377785416667 0.506297129854167 0.553815931875 0.04960144719375 0.509897104645833 0.527755933125 0.321864953125 -0.504280238333333 -0.23670276426875 -0.3267161244375 -0.926390085833333 -0.914489990770833 -0.920565804083333 -0.6872171808125 -0.613037781791667 -0.566977346520833 -0.513166
2 1 0.280162538695652 -0.0174268502413043 -0.10511977 -0.568494168695652 -0.3060746984 -0.580665955217391 -0.595317511521739 -0.34036261099413 -0.573637591086957 -0.425948241369565 -0.215629012874565 -0.499580486956522 0.480568548913043 0.224859684859783 0.609390851521739 -0.471381677608696 -0.87597529173913 -0.873480334565217 -0.89112833326087 -0.650455273043478 -0.55270969326087 -0.573629846304348 0.219852772652174 0.116906370673913 -0.0307944949369565 -0.14982167731087 0.15700648629 -0.105807838257826 0.0546909314282609 -0.0209564208478261 0.144680733521739 0.0529433973478261 -0.0528590699271739 -0.0408976523717391 0.137206277895652 -0.0144618072043478 -0.120353632608696 -0.117917752978261 -0.121772027982609 0.199719314 0.52905131326087 -0.0544801286956522 0.244899799782609 -0.96714708826087 -0.976309008695652 -0.975712069782609 -0.967653422391304 -0.976460248913044 -0.976309810652174 0.467714753913043 -0.0731200365217391 0.239861173195652 0.546661910217391 -0.0337647095652174 0.241532018695652 0.0954169788478261 0.305103578478261 -0.535065318043478 -0.775459092173913 -0.968430690869565 -0.977362086956522 -0.978664652391304 -0.542095769782609 -0.950255562826087 -0.519811406065217 -0.522641439565217
2 2 0.269860497833333 -0.0281259204790476 -0.115542460119048 -0.110563813642857 0.163265878921429 -0.20008670147619 -0.196162836214286 0.12509369692619 -0.21538952047619 0.260512093 0.0612309926928571 -0.28104513852381 0.228244368714286 -0.0855441221452381 0.242737070242857 -0.0164668801166667 -0.578082149761905 -0.730383551428571 -0.693106741428571 -0.416198083214286 -0.180392251911905 -0.281001065238095 0.160809423619048 0.358218803380952 0.17142387707619 -0.251380559419048 0.256636396142857 -0.247570705571048 0.278556433795238 -0.123183681334524 0.153847361214286 0.0512302308095238 0.0754515374952381 -0.0928425501619048 0.111400867047619 0.00994528733809524 -0.0410494978880952 -0.563244600952381 -0.21121901002381 0.224338527357143 0.867085289047619 -0.368600238809524 -0.00808443582142857 -0.942661582619048 -0.939422410714286 -0.930786738571429 -0.943098914285714 -0.939861446904762 -0.932000395476191 0.813492152142857 -0.36797540047619 0.000384667666666669 0.869196874047619 -0.35364960452381 -0.0218685019214286 0.0342971230619048 0.655109665714286 -0.756214143809524 -0.951829895238095 -0.944944061666667 -0.941808265238095 -0.937615503095238 -0.193261448252381 -1 -0.358083616935714 -0.525471877833333
2 3 0.280129238333333 -0.021564893565 -0.118431763638889 -0.17695805225 0.0978081082777778 -0.282913426583333 -0.248766240222222 0.0523784302027778 -0.279105525138889 0.118596445277778 0.0171054183602778 -0.303353073416667 0.228974519916667 -0.0464471510277778 0.392616313588889 -0.0866627602777778 -0.629293852777778 -0.755204765833333 -0.752276687222222 -0.435081496388889 -0.252339204333333 -0.316609881138889 0.221019938536111 0.387673070555556 0.172317412861111 -0.304735708361111 0.344535722916667 -0.299964300305556 0.251230197611111 -0.188072960833333 0.250739475355556 -0.0214781751527778 0.0672049277194444 -0.146480675963889 0.188792583694444 -0.0210964363694444 -0.109082900808333 -0.469662509722222 -0.110053320516667 0.2598477435 0.896944054166667 -0.334822208888889 0.0506787116861111 -0.960633918888889 -0.954096020277778 -0.950163687222222 -0.961306425 -0.954437150555556 -0.951262061666667 0.83768077 -0.340468053333333 0.0528901635416667 0.904448055 -0.317155648611111 0.0412920281944444 -6.51886111111127e-05 0.728473171944444 -0.805722339444444 -0.968243746666667 -0.963441188888889 -0.956544264444444 -0.955303135555556 -0.325487967838889 -1 -0.403734783388889 -0.433217523055556
2 4 0.276311507333333 -0.0142769796533333 -0.102075182916667 -0.987992324666667 -0.957736750333333 -0.9567308785 -0.990121614833333 -0.958878609833333 -0.9557556895 -0.927849438166667 -0.542627844166667 -0.788377803666667 0.833613976 0.6780312345 0.832241942166667 -0.968327438666667 -0.999736943666667 -0.998549701833333 -0.9961655125 -0.992480365166667 -0.968029719833333 -0.957133637666667 -0.568995304066667 -0.472810296833333 -0.404291281366667 0.265458539266667 -0.0886016231116667 0.0322291781633333 0.05032460246 0.116975501620167 -0.0837062748483333 0.18762403119 -0.0675430834 0.174012088726667 -0.0898178966 0.0899030498983333 -0.1009866235 0.199714835066667 0.0257702150066667 0.357905787204833 0.897628204833333 -0.3062859565324 0.163655280116667 -0.987571298833333 -0.971479624166667 -0.956517732666667 -0.987854805166667 -0.972480966333333 -0.958157227166667 0.82713313 -0.318506419583333 0.161516750866667 0.914356311166667 -0.285566556233333 0.152592590283333 0.0899076596833333 0.7300897675 -0.798634807833333 -0.933515990833333 -0.988820573166667 -0.976080949833333 -0.964760783833333 -0.76874056505 -0.972575074166667 -0.506126901778333 -0.376540705366667
